Date,USD/Peso mexicanoFIX,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15
09/02/2017,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752,20.7908,20.7588,21.0212,21.2024,21.3439,21.3692,21.4512,21.7002,21.9044
10/02/2017,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752,20.7908,20.7588,21.0212,21.2024,21.3439,21.3692,21.4512,21.7002
13/02/2017,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752,20.7908,20.7588,21.0212,21.2024,21.3439,21.3692,21.4512
14/02/2017,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752,20.7908,20.7588,21.0212,21.2024,21.3439,21.3692
15/02/2017,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752,20.7908,20.7588,21.0212,21.2024,21.3439
16/02/2017,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752,20.7908,20.7588,21.0212,21.2024
17/02/2017,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752,20.7908,20.7588,21.0212
20/02/2017,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752,20.7908,20.7588
21/02/2017,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752,20.7908
22/02/2017,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757,20.7752
23/02/2017,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439,20.5757
24/02/2017,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439,20.3439
27/02/2017,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637,20.3439
28/02/2017,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994,20.637
01/03/2017,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163,20.4994
02/03/2017,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535,20.4163
03/03/2017,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328,20.3535
06/03/2017,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507,20.328
07/03/2017,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254,20.3507
08/03/2017,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325,20.3254
09/03/2017,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526,20.3325
10/03/2017,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059,20.4526
13/03/2017,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489,20.4059
14/03/2017,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127,20.4489
15/03/2017,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011,19.9127
16/03/2017,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335,19.7011
17/03/2017,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322,19.8335
20/03/2017,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957,19.8322
21/03/2017,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007,19.9957
22/03/2017,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373,19.9007
23/03/2017,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147,19.9373
24/03/2017,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538,19.6147
27/03/2017,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521,19.5538
28/03/2017,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007,19.521
29/03/2017,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974,19.6007
30/03/2017,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279,19.7974
31/03/2017,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803,19.6279
03/04/2017,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543,19.5803
04/04/2017,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493,19.6543
05/04/2017,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173,19.4493
06/04/2017,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117,19.173
07/04/2017,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117,19.117
10/04/2017,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107,19.117
11/04/2017,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837,19.107
12/04/2017,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877,19.0837
13/04/2017,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528,18.9877
14/04/2017,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661,18.8528
17/04/2017,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853,18.8661
18/04/2017,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092,18.8853
19/04/2017,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079,18.8092
20/04/2017,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955,18.7079
21/04/2017,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732,18.7955
24/04/2017,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334,18.732
25/04/2017,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192,18.8334
26/04/2017,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696,18.7192
27/04/2017,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656,18.7696
28/04/2017,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923,18.656
01/05/2017,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646,18.6923
02/05/2017,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528,18.7646
03/05/2017,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528,18.7528
04/05/2017,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528,18.7528
05/05/2017,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582,18.7528
08/05/2017,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863,18.5582
09/05/2017,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374,18.4863
10/05/2017,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187,18.8374
11/05/2017,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413,18.8187
12/05/2017,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521,18.8413
15/05/2017,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225,18.6521
16/05/2017,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119,18.9225
17/05/2017,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067,19.1119
18/05/2017,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594,19.067
19/05/2017,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594,18.9594
22/05/2017,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731,18.9594
23/05/2017,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031,18.7731
24/05/2017,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019,18.8031
25/05/2017,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137,19.0019
26/05/2017,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164,19.0137
29/05/2017,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364,19.1164
30/05/2017,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587,19.1364
31/05/2017,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039,18.9587
01/06/2017,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594,18.9039
02/06/2017,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67,18.7594
05/06/2017,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183,18.67
06/06/2017,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761,18.6183
07/06/2017,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898,18.6761
08/06/2017,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859,18.8898
09/06/2017,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633,18.6859
12/06/2017,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615,18.6633
13/06/2017,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689,18.615
14/06/2017,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185,18.5689
15/06/2017,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849,18.4185
16/06/2017,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121,18.4849
19/06/2017,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643,18.5121
20/06/2017,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909,18.6643
21/06/2017,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941,18.6909
22/06/2017,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204,18.5941
23/06/2017,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819,18.6204
26/06/2017,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762,18.3819
27/06/2017,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278,18.2762
28/06/2017,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946,18.2278
29/06/2017,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939,18.1946
30/06/2017,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802,18.1939
03/07/2017,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725,18.1802
04/07/2017,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343,18.0725
05/07/2017,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154,17.9343
06/07/2017,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321,18.1154
07/07/2017,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519,17.9321
10/07/2017,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167,17.9519
11/07/2017,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157,18.1167
12/07/2017,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127,18.157
13/07/2017,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99,18.127
14/07/2017,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775,17.99
17/07/2017,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862,17.8775
18/07/2017,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973,17.9862
19/07/2017,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279,17.8973
20/07/2017,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626,18.0279
21/07/2017,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064,18.0626
24/07/2017,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036,18.2064
25/07/2017,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556,18.2036
26/07/2017,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227,18.3556
27/07/2017,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394,18.3227
28/07/2017,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751,18.1394
31/07/2017,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482,17.9751
01/08/2017,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708,17.9482
02/08/2017,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422,17.7708
03/08/2017,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613,17.7422
04/08/2017,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836,17.5613
07/08/2017,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134,17.5836
08/08/2017,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937,17.5134
09/08/2017,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526,17.4937
10/08/2017,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618,17.526
11/08/2017,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893,17.5618
14/08/2017,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492,17.6893
15/08/2017,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561,17.7492
16/08/2017,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886,17.7561
17/08/2017,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435,17.6886
18/08/2017,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646,17.7435
21/08/2017,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108,17.8646
22/08/2017,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696,17.8108
23/08/2017,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733,17.8696
24/08/2017,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798,17.8733
25/08/2017,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641,17.8798
28/08/2017,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916,17.9641
29/08/2017,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671,17.916
30/08/2017,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073,17.9671
31/08/2017,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847,17.9073
01/09/2017,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755,17.847
04/09/2017,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483,17.7755
05/09/2017,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716,17.8483
06/09/2017,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324,17.716
07/09/2017,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584,17.7324
08/09/2017,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501,17.8584
11/09/2017,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458,17.6501
12/09/2017,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113,17.6458
13/09/2017,17.7836,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977,17.7113
14/09/2017,17.7278,17.7836,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205,17.6977
15/09/2017,17.6857,17.7278,17.7836,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049,17.6205
18/09/2017,17.761,17.6857,17.7278,17.7836,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876,17.8049
19/09/2017,17.7643,17.761,17.6857,17.7278,17.7836,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753,17.876
20/09/2017,17.7009,17.7643,17.761,17.6857,17.7278,17.7836,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145,17.7753
21/09/2017,17.8545,17.7009,17.7643,17.761,17.6857,17.7278,17.7836,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861,17.8145
22/09/2017,17.7487,17.8545,17.7009,17.7643,17.761,17.6857,17.7278,17.7836,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683,17.7861
25/09/2017,17.8831,17.7487,17.8545,17.7009,17.7643,17.761,17.6857,17.7278,17.7836,17.781,17.6443,17.7331,17.6965,17.8136,17.836,17.8683
